Site,Participant_ID,RowNumber,session_id,attention,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,lposition,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
PacificLutheranUniversity,58,1024,7477127,4,357,330,354,351,348,345,342,339,336,333,10,2,1,5,3,7,4,3,7,4,1,6,1,8,5,9,9,8,6,This Stroop task has no feedback,1,1,1,1,1,3,3,2,2,2,2,3,3,4,4,3,3,4,4,4,1,2,1,2,1,1,2,2,2,2,2,2,5,1,0,-1,-1,4,3,3,3,4,4,3,2,2,5,5,1,1,1,2,5,5,4,4,3,3,6,4,7,7,4,1,8,2,4,1,20,10/10/14,Megan,76,"II, SR",20,7,B,Monday,3,No (4 missed),"packet was numbered at bottom, I'm assuming that a part didn't show up on prev study. I don't believe that form was previously filled out, but I am not positive.",9/15/14,12/12/14,88,1,1,1,0,0,0,5,0.5,0,5,0,1,1,1,0,0,0,0,1,2,18,165,750,105,1,0,0,3,1,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,172.999999,20,34,21,24,25,26,23,22,5,33,NA,NA,36,35,11,10,10,7,8,9,6,12,32,6,14,13,12,15,30,27,37,28,29,0,31,19,16,18,17,23,23,6,2,4,3,1,-6,10/10/14 19:44,10/10/14,19:44,10,10,14,61,71,10/10/14,10,10,14,61,71,9/15/14,9,15,14,31,46,0.284090909,0.284090909,Pass,5,7,3,4.5,3,3.066666667,4.5,3.166666667,5,5,5,3,LowPower,5,0,Credentials,Female,BestGrade,1,0,0,0,1,2,-,CommunalMale,Communal,MaleTarget,7.8,-0.015873016,0,0
UniversityOfToronto,69,2122,7590995,4,357,330,354,351,348,345,342,339,336,333,5,4,1,2,1,6,7,4,6,6,1,4,1,7,5,6,9,5,6,This Stroop task has no feedback,1,1,1,1,1,3,2,2,4,4,3,3,3,3,4,4,3,3,4,4,1,1,0,3,3,0,1,2,2,2,2,2,5,1,0,-1,-1,3,3,4,2,3,4,5,5,2,4,5,2,1,5,2,1,1,4,2,2,5,6,3,7,7,4,1,9,2,4,1,96,11/28/14,SP,24,II-SR,10,7,B,Friday,5,Yes,Leaned body against wall with clipboard,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,5,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,41.99999913,19,29,9,10,12,11,14,13,15,32,NA,NA,36,35,3,2,2,6,7,8,4,4,31,5,17,16,15,18,33,34,37,28,27,0,30,23,20,22,21,13,3,6,24,26,25,1,3,11/28/14 12:17,11/28/14,12:17,11,28,14,92,120,11/28/14,11,28,14,92,120,9/22/14,9,22,14,31,53,0.943661972,0.943661972,Pass,5.5,6.5,2,6.5,5.5,3.133333333,5,3.5,4,5,1,4.25,LowPower,5,0,Credentials,Female,BestGrade,1,1,0,0,1,3,+,CommunalMale,Communal,MaleTarget,6.4,0.317460317,0,0
UniversityOfToronto,71,2132,7596796,5,357,330,354,351,348,345,342,339,336,333,8,1,7,6,5,6,2,6,3,6,3,7,2,8,5,6,7,7,2,This Stroop task has no feedback,1,1,1,1,1,2,3,3,4,2,2,2,3,3,4,3,4,4,4,4,2,1,0,2,1,0,1,2,2,2,1,2,5,1,0,-1,-1,2,2,4,1,5,5,5,1,2,3,4,1,1,5,2,5,7,2,5,4,2,5,4,6,7,5,2,10,2,4,1,96,12/1/14,EB,23.7,SR-II,10,7,C,Monday,5,N/A,Leaned clipboard against wall,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,5,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,241.9999981,9,27,10,15,11,13,14,12,16,30,NA,NA,36,35,21,19,20,23,24,25,22,26,28,22,18,17,17,19,31,32,37,34,29,0,33,8,5,7,6,13,3,15,2,4,3,1,-1,12/1/14 11:02,12/1/14,11:02,12,1,14,122,123,12/1/14,12,1,14,122,123,9/22/14,9,22,14,31,53,0.985915493,0.985915493,Pass,6,5.5,5.5,4.5,1.5,3.266666667,6,4.166666667,3,4,7,1.75,LowPower,4,0,Credentials,Female,BestGrade,0,1,0,0,0,1,-,CommunalMale,Communal,MaleTarget,6.6,0.984126984,0,1
UniversityOfToronto,79,2195,7603004,5,357,330,354,351,348,345,342,339,336,333,3,5,1,3,6,5,2,5,5,6,5,7,1,6,2,3,6,3,6,This Stroop task has no feedback,2,1,1,1,1,3,2,2,3,4,1,3,2,3,4,3,3,4,3,4,2,1,0,3,1,2,1,2,1,2,2,2,5,1,0,-1,-1,3,3,4,2,4,2,2,5,1,2,4,1,1,5,2,1,5,3,4,3,5,5,4,6,7,5,2,8,2,6,2,96,12/2/14,PC,24,SR-II,10,6,A,Friday,5,No (1),Leaned body against wall with clipboard,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,240.000002,19,30,6,9,8,11,7,10,2,28,NA,NA,36,35,5,4,4,16,17,18,14,3,34,15,21,20,19,22,27,31,37,29,32,0,33,26,23,25,24,13,3,15,12,14,13,1,7,12/2/14 12:14,12/2/14,12:14,12,2,14,122,124,12/2/14,12,2,14,122,124,9/22/14,9,22,14,31,53,1,1,Pass,6,4,3,4,1.5,3.066666667,5,2.5,2,4,5,3.25,LowPower,4,0,Credentials,Male,BestGrade,0,1,1,0,0,2,-,CommunalMale,Communal,MaleTarget,4,-0.682539683,0,0
UniversityOfToronto,35,754,7454928,5,357,330,354,351,348,345,342,339,336,333,7,4,2,5,3,6,1,6,2,5,1,4,3,5,2,2,3,3,4,This Stroop task has no feedback,1,1,1,1,1,2,2,1,3,3,2,2,3,2,3,2,1,2,4,4,2,1,1,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,3,3,1,3,3,4,2,2,4,3,1,1,4,1,3,6,2,4,2,4,5,3,5,5,2,2,9,2,5,1,94,9/30/14,VE,25.8,SR-II,10,7,C,Monday,5,N/A,Leaned body against wall with clipboard,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,121.0000031,26,34,19,21,24,23,20,22,25,27,NA,NA,36,35,11,10,10,3,4,5,2,9,31,2,7,6,6,8,30,28,37,29,32,0,33,18,15,17,16,13,3,15,12,14,13,1,0,9/30/14 16:07,9/30/14,16:07,9,30,14,31,61,9/30/14,9,30,14,31,61,9/22/14,9,22,14,31,53,0.112676056,0.112676056,Pass,5.5,6.5,5.5,5,2.5,2.533333333,5,3.666666667,4,3,6,3,LowPower,5,0,Credentials,Female,BestGrade,0,1,0,1,0,2,-,CommunalMale,Communal,MaleTarget,3,0.484126984,0,0
UniversityOfToronto,27,739,7454047,5,357,280,354,351,298,295,292,289,286,283,8,2,1,3,1,7,7,5,5,6,2,3,2,4,3,3,6,4,6,This Stroop task has no feedback,1,1,1,1,1,3,3,2,4,3,3,2,3,4,4,3,3,4,3,4,1,1,0,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,3,4,2,3,3,4,2,1,3,5,1,1,1,1,5,3,4,3,3,4,7,4,7,6,4,2,9,2,4,4,96,9/30/14,PC,26,SR-II,10,6,B,Friday,5,No (1),Did not measure temperature,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,162.0000002,2,30,15,16,20,18,19,17,7,32,NA,NA,36,35,26,24,25,9,10,11,8,3,34,8,13,12,11,14,31,29,37,27,33,0,28,24,21,23,22,13,4,5,4,6,5,1,-2,9/30/14 10:51,9/30/14,10:51,9,30,14,31,61,9/30/14,9,30,14,31,61,9/22/14,9,22,14,31,53,0.112676056,0.112676056,Pass,5.5,6.5,3,6.5,6,3.2,5,3.666666667,3,5,3,3.5,LowPower,5,0,Credentials,Female,BestGrade,1,1,1,1,0,4,+,CommunalMale,Communal,MaleTarget,4,0.484126984,0,0
UniversityOfToronto,12,620,7438377,4,357,330,354,351,348,345,342,339,336,333,7,2,2,5,5,2,6,5,5,4,5,3,5,5,4,3,5,4,2,This Stroop task has no feedback,1,1,1,1,1,2,2,1,3,4,4,3,3,3,4,1,1,1,1,3,1,1,0,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,4,4,2,3,4,2,1,4,2,3,3,1,1,1,1,3,4,4,3,3,4,5,2,6,6,4,1,9,2,5,1,94,9/23/14,VE,25.3,SR-II,20,4,C,Monday,4,N/A,asked what answer to survey was,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,240.000002,10,29,2,7,4,6,3,5,26,27,NA,NA,36,35,9,8,8,12,13,14,10,25,33,11,23,22,21,24,31,32,37,28,34,0,30,18,15,17,16,16,3,5,19,21,20,1,0,9/23/14 16:39,9/23/14,16:39,9,23,14,31,54,9/23/14,9,23,14,31,54,9/22/14,9,22,14,31,53,0.014084507,0.014084507,Pass,4,2.5,4,3.5,5.5,2.133333333,4,2,3,3,4,3.5,LowPower,5,0,Credentials,Female,BestGrade,1,1,0,1,1,4,+,CommunalMale,Communal,MaleTarget,4.2,-1.182539683,0,0
UniversityOfToronto,57,2095,7581247,5,357,330,354,351,348,345,342,339,336,333,7,4,2,5,5,5,3,6,5,7,3,5,5,6,5,5,5,5,2,This Stroop task has no feedback,1,1,1,1,1,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,1,2,0,3,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,2,4,2,2,4,4,2,2,4,4,1,1,5,1,3,6,4,4,3,4,6,3,7,7,5,2,9,2,5,1,96,11/25/14,VE,25,II-SR,10,6,B,Monday,3,Yes,One overhead light was out during the study,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,120.000001,19,33,12,13,15,17,16,14,18,31,NA,NA,36,35,3,2,2,24,25,26,23,8,28,23,10,9,9,11,32,29,37,27,34,0,30,7,4,6,5,20,3,6,20,22,21,1,0,11/25/14 15:09,11/25/14,15:09,11,25,14,92,117,11/25/14,11,25,14,92,117,9/22/14,9,22,14,31,53,0.901408451,0.901408451,Pass,4.5,5,4,5,3,3.333333333,5.5,4,4,4,6,3.25,LowPower,5,0,Credentials,Female,BestGrade,1,0,0,1,0,2,-,CommunalMale,Communal,MaleTarget,5.2,0.817460317,0,0
AshlandUniversity,46,464,7423937,5,357,330,354,351,348,345,342,339,336,333,4,3,1,7,2,6,5,6,2,6,1,4,2,6,5,4,4,6,6,This Stroop task has no feedback,1,1,1,1,1,3,3,2,3,2,2,1,3,3,3,3,3,3,3,4,2,1,0,2,1,0,1,2,2,2,1,2,5,1,0,-1,-1,4,4,3,2,2,3,4,2,2,4,4,1,1,1,1,3,6,3,3,3,3,5,2,6,6,2,2,8,2,5,2,1,9/16/14,ANK,70,II-SR,20,6,B,Monday,5,No (3 missed),Jave Script came up in beginning,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,5,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,79.00000401,21,34,12,13,17,15,14,16,22,30,NA,NA,36,35,8,7,7,24,25,26,23,2,28,22,19,18,18,20,27,32,37,31,29,0,33,6,3,5,4,2,3,23,9,11,10,1,5,9/16/14 18:13,9/16/14,18:13,9,16,14,31,47,9/16/14,9,16,14,31,47,8/25/14,8,25,14,0,25,0.239130435,0.239130435,Pass,6,6.5,6.5,6,4.5,3,4,3.666666667,4,4,6,3,HighPower,4,0,Credentials,Female,BestGrade,0,1,0,1,0,2,-,CommunalMale,Communal,MaleTarget,5,0.484126984,0,0
NovaSoutheasternUniversity,76,1390,7509474,5,357,330,354,351,348,345,342,339,336,333,4,5,1,3,5,6,5,6,6,6,2,5,6,6,6,5,6,6,6,This Stroop task has no feedback,1,1,1,1,1,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,2,0,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,2,2,4,2,4,4,4,2,1,3,4,1,1,1,1,4,5,3,4,4,3,3,2,7,6,4,2,8,2,5,1,9,10/24/14,Karrisa D,78,SR-II,20,6,b,Friday,4,Yes,particpant went through to end on the computer,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,5,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,140.9999965,15,32,5,10,7,8,9,6,22,31,NA,NA,36,35,17,16,16,24,25,26,23,21,28,22,19,18,17,20,27,29,37,33,30,0,34,14,11,13,12,16,3,15,2,4,3,1,4,10/24/14 9:54,10/24/14,9:54,10,24,14,61,85,10/24/14,10,24,14,61,85,8/25/14,8,25,14,0,25,0.588235294,0.588235294,Pass,4,6,2.5,4.5,4,2.733333333,6,3.666666667,3,4,5,2.5,HighPower,5,0,Credentials,Female,BestGrade,0,0,1,1,0,2,-,CommunalMale,Communal,MaleTarget,5.8,0.484126984,0,0
BradleyUniversity,87,1774,7552432,5,357,330,354,351,348,345,342,339,336,333,8,1,5,6,5,7,7,7,2,7,5,3,1,6,5,6,6,6,1,This Stroop task has no feedback,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,2,3,3,3,1,1,0,3,1,0,1,2,2,2,2,2,5,1,0,-1,-1,2,2,3,2,4,3,5,3,1,3,3,2,1,2,1,5,3,4,4,3,3,5,3,4,4,4,2,10,2,4,2,61,11/11/14,jk,111,SR-II,10,7,b,saturday,5,Yes,asked to go sit somewhere and leaned on the wall,8/28/14,12/9/14,103,1,0,1,0,0,0,6,0.25,0,5,0,1,0,0,0,0,0,0,0,1,8,275,0,148,1,1,0,3,0,1,0.125,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,113.0000025,12,28,21,26,22,25,24,23,16,32,NA,NA,36,35,3,2,2,6,7,8,5,4,33,5,10,9,9,11,30,27,37,29,34,0,31,20,17,19,18,23,8,15,13,15,14,1,-2,11/11/14 16:32,11/11/14,16:32,11,11,14,92,103,11/11/14,11,11,14,92,103,8/28/14,8,28,14,0,28,0.72815534,0.72815534,Pass,7,5,6,5,6,2.6,6,3.333333333,3,3,3,3,HighPower,5,0,Credentials,Female,BestGrade,1,1,1,1,0,4,+,CommunalMale,Communal,MaleTarget,5.8,0.150793651,0,0
BradleyUniversity,29,298,7408296,5,357,324,354,351,348,345,3423339,336,3333330,327,1,4,1,5,5,5,2,6,4,5,2,4,4,5,5,5,6,5,4,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,2,1,2,4,2,4,3,2,4,4,4,2,1,0,3,1,1,1,2,2,2,2,2,5,1,0,-1,-1,3,2,4,4,4,4,4,2,1,3,4,2,1,1,2,3,5,3,4,3,3,5,2,6,6,5,2,9,2,5,1,61,9/9/14,jk,111,II-SR,10,7,B,Friday,4,No (4),rested clipboard on box,8/28/14,12/9/14,103,1,0,1,0,0,0,6,0.25,0,5,0,1,0,0,0,0,0,0,0,1,8,275,0,148,1,1,0,3,0,1,0.125,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,121.0000031,26,33,2,7,3,5,6,4,18,34,NA,NA,36,35,14,13,13,23,24,25,22,8,30,21,20,19,19,21,31,28,37,27,32,0,29,12,9,11,10,20,23,23,15,17,16,1,10,9/9/14 18:53,9/9/14,18:53,9,9,14,31,40,9/9/14,9,9,14,31,40,8/28/14,8,28,14,0,28,0.116504854,0.116504854,Pass,5,5.5,4.5,4,3,3,5.5,3.333333333,3,4,5,2.75,HighPower,5,0,Credentials,Female,BestGrade,0,1,1,0,0,2,-,CommunalMale,Communal,MaleTarget,5.2,0.150793651,0,1
BradleyUniversity,62,1201,7499175,4,357,330,354,351,348,345,342,339,336,333,4,3,1,3,2,6,3,5,6,6,5,6,6,4,4,4,6,5,4,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,3,2,2,3,3,3,3,2,3,3,4,2,1,0,3,2,0,2,2,2,2,2,2,5,1,0,-1,-1,3,3,3,2,4,3,5,4,1,3,4,2,1,6,1,5,3,4,4,4,3,5,2,7,6,4,1,9,2,4,1,61,10/20/14,cs,111,II-SR,20,7,a,Monday,4,Yes,leaned against the wall,8/28/14,12/9/14,103,1,0,1,0,0,0,6,0.25,0,5,0,1,0,0,0,0,0,0,0,1,8,275,0,148,1,1,0,3,0,1,0.125,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,95.00000523,21,32,2,7,4,3,5,6,22,34,NA,NA,36,35,9,8,8,11,12,13,10,26,31,10,19,18,17,20,30,27,37,28,29,0,33,17,14,16,15,20,3,23,23,25,24,1,4,10/20/14 14:40,10/20/14,14:40,10,20,14,61,81,10/20/14,10,20,14,61,81,8/28/14,8,28,14,0,28,0.514563107,0.514563107,Pass,3.5,4.5,2.5,6,2.5,2.8,5,3.166666667,3,4,3,2.75,HighPower,5,0,Credentials,Female,BestGrade,0,1,1,1,1,4,+,CommunalMale,Communal,MaleTarget,4.6,-0.015873016,0,0
MiamiUniversity,43,1129,7489722,5,357,330,354,351,348,345,342,339,336,333,7,2,1,6,6,6,5,6,5,5,5,5,5,7,3,5,6,7,6,This Stroop task has no feedback,2,1,1,1,1,2,3,2,3,3,3,2,4,3,4,4,3,3,3,4,2,1,0,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,2,3,2,4,4,2,2,2,4,4,2,2,2,2,3,6,3,4,3,3,4,4,7,6,5,2,8,2,5,3,-24,10/16/14,BTH,72,SR-II,10,7,A,Friday,5,Yes,participant smelled of marijuana,9/2/14,12/5/14,94,1,1,1,0,1,0,12,0.5,1,3,0,1,0,0,0,0,0,1,1,2,100,650,7800,100,1,0,0,3,1,0,-1,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Metal,103.9999998,22,29,16,20,18,21,19,17,9,34,NA,NA,36,35,8,7,7,24,25,26,23,2,31,22,14,13,13,15,33,28,37,32,30,0,27,6,3,5,4,13,3,23,10,12,11,1,0,10/16/14 10:57,10/16/14,10:57,10,16,14,61,77,10/16/14,10,16,14,61,77,9/2/14,9,2,14,31,33,0.468085106,0.468085106,Pass,4.5,4.5,4.5,3.5,4,3.066666667,5.5,3.166666667,4,4,6,2.75,HighPower,5,0,Credentials,Male,BestGrade,0,1,0,0,0,1,-,CommunalMale,Communal,MaleTarget,5.6,-0.015873016,0,0
PennStateAbington,45,454,7423432,2,357,330,354,351,348,345,342,339,336,333,6,3,1,3,6,7,2,6,6,6,1,7,2,5,3,7,2,6,2,This Stroop task has no feedback,2,1,1,1,1,3,2,2,3,3,4,2,3,4,4,3,4,3,3,4,1,2,1,1,2,0,2,1,1,1,2,2,5,1,0,-1,-1,2,2,2,1,4,2,4,3,2,4,4,1,4,3,1,3,5,2,5,4,2,4,3,7,6,6,1,8,2,4,3,-34,9/16/14,JMM,70,II-SR,10,6,B,Friday,5,No (Missed 1),sat down used table,8/24/14,12/1/14,99,1,1,0,1,0,0,3,0.5,1,3,0,1,0,1,0,0,0,1,1,2,10,350,850,50,1,0,0,3,1,1,0.1,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,144.0000029,23,33,2,7,4,5,6,3,8,30,NA,NA,36,35,25,23,24,16,17,18,15,26,32,14,10,9,9,11,29,31,37,34,28,0,27,22,19,21,20,16,3,23,12,14,13,1,1,9/16/14 15:35,9/16/14,15:35,9,16,14,31,47,9/16/14,9,16,14,31,47,8/24/14,8,24,14,0,24,0.232323232,0.232323232,Fail,6,7,2.5,4,1.5,3,6,3,4,4,5,1.75,HighPower,2,0,Credentials,Male,BestGrade,1,0,0,1,1,3,+,CommunalMale,Communal,MaleTarget,4.6,-0.182539683,0,0
TexasAandM,96,1414,7511453,4,257,230,254,251,248,245,242,239,236,233,9,1,1,6,3,7,1,6,2,3,1,6,5,5,4,3,5,3,6,This Stroop task has no feedback,1,1,1,1,1,2,3,2,3,3,2,3,3,2,4,3,3,3,3,4,2,2,0,-2,2,1,2,2,2,1,2,2,5,1,0,-1,-1,2,2,3,4,4,4,2,3,2,4,4,1,1,4,1,4,7,2,4,3,4,5,2,6,6,4,2,8,2,4,1,4,10/24/14,ks,73,SR-II,20,6,C,Monday,4,N/A,Cannot display website information at the end,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.000002,2,32,16,20,17,18,21,19,25,33,NA,NA,36,35,11,10,10,13,14,15,12,26,29,11,23,22,22,24,28,27,37,31,34,0,30,6,3,5,4,23,8,6,7,9,8,1,-4,10/24/14 15:04,10/24/14,15:04,10,24,14,61,85,10/24/14,10,24,14,61,85,9/15/14,9,15,14,31,46,0.458823529,0.458823529,Pass,4.5,7,6,4,1.5,2.866666667,6,2.666666667,4,4,7,2.75,HighPower,4,0,Credentials,Female,BestGrade,0,0,0,1,0,1,-,CommunalMale,Communal,MaleTarget,4,-0.515873016,0,0
